author	date	titlewords
undset, sigrid	1940	madame dorthea
undset, sigrid	1923	scott wreath bridal
undset, sigrid	1929	wilderness
undset, sigrid	1936	daughter gunnar's
undset, sigrid	1937	faithful $ftranslated
undset, sigrid	1938	images mirror
uhler, john earle	1931	louisiana juice
tomlinson, h. m. (henry major)	1946	islanders
tomlinson, h. m. (henry major)	1930	yesterdays
tomlinson, h. m. (henry major)	1933	helicon snows
vince, charles	1922	adventures dreams marvell barrie
kuhn, helmut	1949	existentialism essay nothingness encounter
rouse, w. h. d. (william henry denham)	1934	heroes w.h.d greece
strode, hudson	1944	collection alabama selected harvest stories
spectorsky, a. c. (auguste c.)	1947	tales transformation beast
verona, guido da	1928	invented l'amore donna inventò
verona, guido da	1925	isabel begins to-morrow grazebrook
lee, melicent humason	1937	mexico pictures elmer berta hader marcos mountain
kästner, erich	1932	moralist cyrus rodney fabian brooks livingstone kästner translated
ransom, elmer	1941	trumpeters stories
o'donnell, e. p. (edwin p.)	1941	comedy delta doorstep
o'donnell, e. p. (edwin p.)	1936	margins
swanson, neil h. (neil harmon)	1947	unconquered conspiracy novel pontiac
swanson, neil h. (neil harmon)	1940	silent
swanson, neil h. (neil harmon)	1934	phantom emperor
swanson, neil h. (neil harmon)	1938	forbidden
peattie, donald culross	1935	wilderness audubon salute singing
peattie, donald culross	1932	martian
peattie, donald culross	1934	lexicon
ross, zola h. (zola helen)	1949	bonanza novel comstock
ross, zola h. (zola helen)	1950	tonopah
queen, ellery	1935	spanish
queen, ellery	1932	egyptian
queen, ellery	1932	greek coffin
queen, ellery	1930	powder
queen, ellery	1934	chinese orange
queen, ellery	1933	american rodeo> <death
queen, ellery	1929	roman
queen, ellery	1934	adventures
varè, daniele	1936	heavenly maker trousers
varè, daniele	1937	sparrows varè
hutchinson, r. c. (ray coryton)	1949	castle reconstruction elephant
hutchinson, r. c. (ray coryton)	1934	unforgotten prisoner
hutchinson, r. c. (ray coryton)	1936	shining scabbard
hutchinson, r. c. (ray coryton)	1938	novel testament
hutchinson, r. c. (ray coryton)	1945	interim
taylor, phoebe atwood	1935	tinkling symbol
taylor, phoebe atwood	1939	harrowing
taylor, phoebe atwood	1937	octagon
taylor, phoebe atwood	1937	figure
taylor, phoebe atwood	1938	annulet
riess, curt	1942	happenings stakes
taylor, rosemary	1943	boarders chicken mother's sunday
appleton, leroy h	1950	indian americas
baring, maurice	1925	minute's stories silence
baring, maurice	1934	lonely dulwich
baring, maurice	1930	peckham robert
baring, maurice	1927	adeane
baring, maurice	1935	darby
baring, maurice	1926	cat's cradle illustrated
baring, maurice	1922	overlooked
dawson, coningsby	1919	romance reality scarlet
dawson, coningsby	1917	christmas seventh
dawson, coningsby	1922	vanishing
dawson, coningsby	1916	slaves
dawson, coningsby	1921	corner-- illustrated novel stevens
stern, philip van doren	1947	introd journeyings edited travelers tales
owen, frank	1946	homicide millions horror harvest murder
owen, frank	1948	football stories
owen, frank	1946	companion
owen, frank	1944	bedside bonanza laughter lodestone
steele, wilbur daniel	1945	memphis
steele, wilbur daniel	1950	diamond wedding
steele, wilbur daniel	1938	rowlocks
steele, wilbur daniel	1929	tower
steele, wilbur daniel	1923	dance shame
steele, wilbur daniel	1926	urkey
steele, wilbur daniel	1924	blest isles
stone, irving	1944	jessie fremont benton biographical immortal
stone, irving	1947	adversary
stone, irving	1949	journey passionate
stone, irving	1934	vincent
akeley, mary l. jobe (mary lenore jobe)	1946	arthur rumble illus african august hinterland distant jansson
burr, anna robeson brown	1936	santa novel quicksand
burr, anna robeson brown	1926	romance
scott, evelyn, mrs	1927	arabesque migrations histories
scott, evelyn, mrs	1921	narrow
shedlock, marie l	1920	stories legends
dixon, thomas	1916	birth sequel
dixon, thomas	1921	romance
samuel, maurice	1947	lucifer novel borgia
burnett, w. r. (william riley)	1938	iliad kansas
burnett, w. r. (william riley)	1943	forever nobody
burnett, w. r. (william riley)	1942	riley quick
burnett, w. r. (william riley)	1930	saint johnson
burnett, w. r. (william riley)	1929	caesar
burnett, w. r. (william riley)	1949	jungle asphalt
burnett, w. r. (william riley)	1932	giant swing,by
burnett, w. r. (william riley)	1933	hazard
burnett, w. r. (william riley)	1940	sierra
burnett, w. r. (william riley)	1945	tomorrows
burnett, w. r. (william riley)	1936	novel
burke, kenneth	1924	stories
upfield, arthur william	1944	footprints
upfield, arthur william	1944	winds
steiner, edward alfred	1919	spiritus sanctus
cleary, jon	1947	corners can't
pinchon, edgcumb	1941	unconquerable zapata
hurston, zora neale	1937	watching
hurston, zora neale	1939	moses mountain
hurston, zora neale	1948	suwanee seraph
hurston, zora neale	1934	introd jonah's hurst gourd fanny
armstrong, martin	1932	adventures darby sarah romantic
armstrong, martin	1926	ravilious desert woodcuts legend
armstrong, martin	1924	bazaar stories
armstrong, martin	1923	puppet
hall, radclyffe	1934	ogilvy finds herself
hall, radclyffe	1936	beatitude sixth
hall, radclyffe	1926	adam's breed
hall, radclyffe	1929	unlit
hall, radclyffe	1930	saturday
brown, edna adelaide	1941	illustrated babylon ronay stephen
brown, edna adelaide	1921	journey's
wang, chi-chên	1944	contemporary
wang, chi-chên	1944	tales translated traditional
wang, chi-chên	1947	edited china
finney, charles g. (charles grandison)	1939	pavement
finney, charles g. (charles grandison)	1935	drawings boris circus artzybasheff
kelly, judith	1941	affair
lyon, allan	1948	station toward
dodge, henry irving	1920	fashionable skinner
dodge, henry irving	1916	dress
parsons, alice beal, mrs	1930	pleasant novel merrill's
masters, edgar lee	1922	market
masters, edgar lee	1923	nuptial flight
masters, edgar lee	1927	o'brien
masters, edgar lee	1924	mirage
hunt, edward eyre	1918	tales famished
compton-burnett, i. (ivy)	1949	worlds
compton-burnett, i. (ivy)	1931	wives
compton-burnett, i. (ivy)	1938	daughters
compton-burnett, i. (ivy)	1948	lambs bullivant
thomson, basil	1936	richardson's pomeroy superintendent killed sixth divisional stella
wertenbaker, charles	1947	sorrow
wertenbaker, charles	1950	barons
brunner, robert kendrick	1946	selected treasury culbertson stories gambling
shattuck, dora richards	1940	richard wedding guest [pseud.]
boucher, anthony	1937	calvary [pseud.]
de la rhue, t. (trevĩno)	1937	spanish california trails
collins, norman	1938	flames
collins, norman	1934	penang appointment
collins, norman	1937	trinity
farnol, jeffery	1921	conisby's martin vengeance
farnol, jeffery	1922	peregrine's
farnol, jeffery	1938	crooked furrow
farnol, jeffery	1920	treasure bartlemy's
farnol, jeffery	1929	shadow stories
farnol, jeffery	1928	guyfford weare
farnol, jeffery	1926	adventure
farnol, jeffery	1930	hills
farnol, jeffery	1925	loring mystery
farnol, jeffery	1923	dering
darby, ada claire	1935	black-and-white 'round illustrations keturah gilkinson california
thurston, e. temple (ernest temple)	1919	wonderful reality
thurston, e. temple (ernest temple)	1919	david jonathan
thurston, e. temple (ernest temple)	1922	miracle
thurston, e. temple (ernest temple)	1917	enchantment
thurston, e. temple (ernest temple)	1921	bough
thurston, e. temple (ernest temple)	1920	russet sheepskins illustrated emile verpilleux
london, jack	1916	michael jerry
london, jack	1916	makaloa
london, jack	1916	turtles tasman
llewellyn, richard	1943	lonely
llewellyn, richard	1940	valley
llewellyn, richard	1950	shiner flowers
capote, truman	1948	voices rooms
capote, truman	1949	stories
clarke, austin	1932	romance
sullivan, alan	1926	lights
sullivan, alan	1943	marie ville
sullivan, alan	1917	dresser inner frontispiece
reisner, mary	1948	angel katherine
lipton, lawrence	1942	bitter laugh novel
brodie-innes, j. w	1916	tragedy indiscretion
tallant, robert	1947	candy saturday
tallant, robert	1950	mimosa,a novel
lardner, ring	1926	sarah spooldripper
lardner, ring	1917	travels gullible's
cahill, holger	1947	polar
reece, byron herbert	1950	herbs dinner
chase, ernest lyndon	1935	man-power
lindsay, philip	1934	bridge falling
mayran, camille	1920	gotton connixloo
wilson, edmund	1946	memoirs county hecate
de vries, peter	1940	wakes addams illustrated bugler
carroll, gladys hasty	1950	christmas johnny
carroll, gladys hasty	1937	neighbor
carroll, gladys hasty	1943	dunnybrook
carroll, gladys hasty	1933	turns
fleming, berry	1943	effingham's colonel
fleming, berry	1947	lightwood
fleming, berry	1927	conqueror's
fleming, berry	1935	siesta
mergendahl, charles	1944	don't
mergendahl, charles	1946	grass
mcneile, herman cyril	1932	returns bulldog drummond
manners, william	1950	lonesome
manners, william	1947	angels
jerome, jerome k. (jerome klapka)	1919	calvary roads
leonard, jonathan	1931	sympathetic
gervais, albert	1937	madame sentiment flowery
howe, edgar watson	1920	anthology
himes, chester b	1945	hollers
himes, chester b	1947	lonely crusade
reilly, helen (kieran)	1945	angler's
reilly, helen (kieran)	1950	arroways
reilly, helen (kieran)	1941	sunday mourned
chamberlain, george agnew	1919	horses king's
chamberlain, george agnew	1922	rackhouse
chamberlain, george agnew	1921	cobweb
summers, richard	1948	craft
summers, richard	1949	vigilante novel
holt, isabella	1921	marriotts powells
holt, isabella	1935	legend
dahlberg, edward	1932	calvary flushing
perry, george sessions	1941	autumn
perry, george sessions	1939	walls
perry, george sessions	1944	gentleman bucolic cronies edgar cavalier adventures lothario elegant chronicle woods robin selfridge outstanding hackberry
perry, george sessions	1943	roundup southwestern collection
crooker, herbert	1930	murder mystery hollywood
bingham, edfrid a	1916	thunder mountain
hamsun, knut	1922	wanderers
hamsun, knut	1920	bashevis robert singer isaac introductions hunger newly
hamsun, knut	1940	wiking paula happiness
hamsun, knut	1921	dreamers
hamsun, knut	1923	victoria chater arthur
hamsun, knut	1925	segelfoss
hamsun, knut	1931	august gay-tifft eugene
dodge, david	1949	plunder
dodge, david	1944	bullets bridegroom
dodge, david	1942	shear sheep
dodge, david	1941	taxes
daly, maureen	1948	favorite stories
daly, maureen	1942	seventeenth
davis, kenneth s. (kenneth sydney)	1948	pilgrimage
davis, kenneth s. (kenneth sydney)	1942	forests
hall, amanda benjamin	1920	blind
hall, amanda benjamin	1922	heart's
davis, mildred b	1948	upstairs
tobenkin, elias	1916	arrives witte
tobenkin, elias	1918	conrad
macfarlane, peter clark	1919	bilge exploits
macfarlane, peter clark	1924	flame louderback tongues
ostenso, martha	1932	prologue
ostenso, martha	1930	waters
ostenso, martha	1938	mandrake
ostenso, martha	1949	sunset
ostenso, martha	1925	geese
ostenso, martha	1927	carews
derleth, august	1938	wisconsin
lincoln, joseph crosby	1931	alongshore
lincoln, joseph crosby	1923	doctor ostable
lincoln, joseph crosby	1927	aristocratic brewster
lincoln, joseph crosby	1928	bradford's silas
lincoln, joseph crosby	1936	lavinia great-aunt
lincoln, joseph crosby	1930	blowing
lincoln, joseph crosby	1924	rugged
lincoln, joseph crosby	1943	harniss bradshaws
lincoln, joseph crosby	1937	storm
hutchinson, a. s. m. (arthur stuart-menteth)	1925	increasing
hutchinson, a. s. m. (arthur stuart-menteth)	1929	trumpet uncertain
hext, harrington	1924	killed robin
hudson, stephen	1921	colhouse elinor
hudson, stephen	1926	richard myrtle
hendryx, james beardsley	1920	flowers prairie
duranty, walter	1943	search
duranty, walter	1937	kopeck novel
hergesheimer, joseph	1922	shawl
hergesheimer, joseph	1917	pennys novel
hergesheimer, joseph	1933	tropical
hergesheimer, joseph	1934	foolscap
hergesheimer, joseph	1931	limestone
hergesheimer, joseph	1928	cities quiet
hergesheimer, joseph	1919	linda condon
hergesheimer, joseph	1921	cytherea
hichens, robert	1924	verdict
hichens, robert	1936	sixth october
hichens, robert	1933	paradine
hichens, robert	1937	airlie daniel
hichens, robert	1919	marden
de liso, oscar	1949	god's thumb
de liso, oscar	1950	wheat
hackett, florence	1924	clergy benefit
herbert, a. p. sir, (alan patrick)	1934	deadlock
herbert, a. p. sir, (alan patrick)	1930	gipsies
herbert, a. p. sir, (alan patrick)	1925	flame
macgrath, harold	1917	irish
macgrath, harold	1919	yellow typhoon
macgrath, harold	1919	baffled mystery taffs washington inside
macgrath, harold	1918	howard giles
macgrath, harold	1929	wolves chaos
macgrath, harold	1930	murder rajah
macgrath, harold	1922	ragged frontispiece
de sherbinin, betty	1945	bread
de sherbinin, betty	1941	pampas
de sherbinin, betty	1942	bindweed
de wohl, louis	1949	imperial renegade
de wohl, louis	1949	throne
de la roche, mazo	1936	harvest whiteoak
de la roche, mazo	1931	finch's
de la roche, mazo	1932	ascending
de la roche, mazo	1935	(jalna 1906)
tunstall, beatrice	1934	closes
hutchinson, hubbard	1922	chanting wheels
de lima, sigrid	1950	beach captain's
hutchings, emily grant	1922	indian
hutchings, emily grant	1917	herron
denker, henry	1950	lawyer
lauritzen, jonreed	1943	arrows
lauritzen, jonreed	1948	sunrise
duncan, david	1946	shade
duncan, david	1950	serpent's
hildebrand, arthur sturges	1922	begat parlor
turnbull, agnes sligh	1936	rolling
turnbull, agnes sligh	1947	bishop's mantle
de jong, david cornel	1949	desperate
de jong, david cornel	1935	haven
de jong, david cornel	1946	snow-on-the-mountain stories
de jong, david cornel	1942	benefit
dickens, monica	1950	grass flowers
dickens, monica	1944	edward's fancy
dickens, monica	1947	prisoner
maxwell, w. b. (william babington)	1930	altar
maxwell, w. b. (william babington)	1920	worse
maxwell, w. b. (william babington)	1922	spinster parish
maxwell, w. b. (william babington)	1919	glamour
maxwell, w. b. (william babington)	1931	concave
daly, elizabeth	1946	somewhere
daly, elizabeth	1945	shape
daly, elizabeth	1946	wrong
haggard, h. rider (henry rider)	1919	shook
haggard, h. rider (henry rider)	1918	eternal
haggard, h. rider (henry rider)	1920	pharaohs tales smith
haggard, h. rider (henry rider)	1917	finished
haggard, h. rider (henry rider)	1925	treasure
haggard, h. rider (henry rider)	1922	virgin
haggard, h. rider (henry rider)	1925	egypt
haggard, h. rider (henry rider)	1918	exodus
delehanty, elizabeth	1942	arise sleep
howard, elizabeth	1949	winds
thompson, era bell	1946	daughter american
harvey, ruth walker	1949	curtain
thompson, edward john	1938	burmese
thompson, edward john	1933	damascus
